Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,50_EMA,200_EMA,RSI,MACD,Signal,OBV
2023-03-15 09:30:00-04:00,23.76099967956543,23.90399932861328,23.41900062561035,23.45800018310547,23.45800018310547,11836526,0.0,0.0,23.45800018310547,23.45800018310547,,0.0,0.0,-11836526
2023-03-15 10:30:00-04:00,23.45599937438965,23.68400001525879,23.360000610351562,23.55500030517578,23.55500030517578,6316748,0.0,0.0,23.461804109461166,23.45896535844945,,0.0077379014756928655,0.001547580295138573,-5519778
2023-03-15 11:30:00-04:00,23.559749603271484,23.836000442504883,23.44499969482422,23.477458953857422,23.477458953857422,5629686,0.0,0.0,23.462418024927686,23.45914937432416,,0.0075265438204183965,0.0027433730001945383,-11149464
2023-03-15 12:30:00-04:00,23.47800064086914,23.86400032043457,23.423999786376953,23.838001251220703,23.838001251220703,6207483,0.0,0.0,23.47714677889996,23.462919044741042,,0.036036386543180754,0.009401975708791782,-4941981
2023-03-15 13:30:00-04:00,23.836000442504883,24.228500366210938,23.694000244140625,24.13599967956543,24.13599967956543,7281233,0.0,0.0,23.50298414755351,23.469616364490538,,0.08173444123332274,0.023868468813697977,2339252
2023-03-15 14:30:00-04:00,24.13599967956543,24.285999298095703,24.022998809814453,24.216800689697266,24.216800689697266,7405265,0.0,0.0,23.530976953127777,23.477051034393092,,0.12305197843716087,0.04370517073839056,9744517
2023-03-15 15:30:00-04:00,24.213001251220703,24.260000228881836,23.907001495361328,24.235000610351562,24.235000610351562,4224019,0.0,0.0,23.5585857239993,23.48459282121855,,0.15547281204293384,0.06605869899929923,13968536
2023-03-16 09:30:00-04:00,24.027000427246094,24.547000885009766,23.894001007080078,24.493440628051758,24.493440628051758,11851942,0.0,0.0,23.59524670062881,23.494631107853706,,0.1997182778236244,0.09279061476416425,25820478
2023-03-16 10:30:00-04:00,24.502849578857422,24.863000869750977,24.360000610351562,24.860000610351562,24.860000610351562,8449987,0.0,0.0,23.644844893166958,23.508216874047715,,0.26134878917060433,0.12650224964545226,34270465
2023-03-16 11:30:00-04:00,24.858999252319336,25.225000381469727,24.799999237060547,25.089000701904297,25.089000701904297,9338604,0.0,0.0,23.701478454293913,23.523946066364694,,0.32492428212562885,0.1661866561414876,43609069
2023-03-16 12:30:00-04:00,25.092998504638672,25.338001251220703,25.066999435424805,25.215499877929688,25.215499877929688,6880890,0.0,0.0,23.760851843456102,23.540777447574296,,0.381122402817482,0.2091738054766865,50489959
2023-03-16 13:30:00-04:00,25.2189998626709,25.28999900817871,25.11199951171875,25.286649703979492,25.286649703979492,4014786,0.0,0.0,23.820687053672703,23.55814931082211,,0.4264847638100271,0.2526359971433546,54504745
2023-03-16 14:30:00-04:00,25.283008575439453,25.4429988861084,25.16499900817871,25.407001495361328,25.407001495361328,6107286,0.0,0.0,23.88289546315069,23.576545849971755,,0.46676556260319657,0.29546191023532303,60612031
2023-03-16 15:30:00-04:00,25.4060001373291,25.588001251220703,25.333999633789062,25.54199981689453,25.54199981689453,7535844,0.0,0.0,23.94795837898378,23.596102605861535,96.53691380361931,0.5037744242004578,0.33712441302835,68147875
2023-03-17 09:30:00-04:00,25.98200035095215,26.398998260498047,25.82900047302246,26.21099853515625,26.21099853515625,24115940,0.0,0.0,24.03670505177486,23.622121470829644,97.3335904378122,0.5803963710773026,0.3857788046381405,92263815
2023-03-17 10:30:00-04:00,26.207998275756836,26.310001373291016,25.722000122070312,25.842998504638672,25.842998504638672,10613117,0.0,0.0,24.10754008914207,23.64421974977302,85.98521437476677,0.6044574794885023,0.42951453960821284,81650698
2023-03-17 11:30:00-04:00,25.845001220703125,25.935998916625977,25.667999267578125,25.92799949645996,25.92799949645996,8012571,0.0,0.0,24.17893065413493,23.66694392635697,88.4514250313498,0.6232010768278826,0.4682518470521468,89663269
2023-03-17 12:30:00-04:00,25.926000595092773,26.05900001525879,25.7189998626709,25.910999298095703,25.910999298095703,6274863,0.0,0.0,24.246854914682412,23.689272835528502,86.45795176277213,0.629428083684914,0.5004870943787003,83388406
2023-03-17 13:30:00-04:00,25.90999984741211,26.02699851989746,25.820999145507812,25.845001220703125,25.845001220703125,5488055,0.0,0.0,24.30952731884009,23.710722869211832,82.72697720457442,0.6218690192517258,0.5247634793533055,77900351
2023-03-17 14:30:00-04:00,25.845998764038086,26.055999755859375,25.7549991607666,26.03499984741211,26.03499984741211,5871991,0.0,0.0,24.377192908195855,23.73385000332328,83.42037322443531,0.6240164344987917,0.5446140703824027,83772342
2023-03-17 15:30:00-04:00,26.032501220703125,26.104000091552734,25.713001251220703,25.713001251220703,25.713001251220703,6504523,0.0,0.0,24.42957754909879,23.753543050566044,74.43788616942635,0.5929010862412056,0.5542714735541634,77267819
2023-03-20 09:30:00-04:00,25.614999771118164,25.635997772216797,25.12982940673828,25.475000381469727,25.475000381469727,10571486,0.0,0.0,24.47057452291726,23.770671979231757,66.33996474311755,0.542780432483859,0.5519732653401026,66696333
2023-03-20 10:30:00-04:00,25.472360610961914,25.819000244140625,25.321001052856445,25.796010971069336,25.796010971069336,6564805,0.0,0.0,24.522552422844797,23.790824606016212,65.82164455939238,0.5229342643801118,0.5461654651481045,73261138
2023-03-20 11:30:00-04:00,25.799999237060547,25.8439998626709,25.500999450683594,25.719369888305664,25.719369888305664,5303311,0.0,0.0,24.569486441098164,23.810014111312626,61.23393658729258,0.4953120888717528,0.5359947898928342,67957827
2023-03-20 12:30:00-04:00,25.715999603271484,25.873998641967773,25.65799903869629,25.804000854492188,25.804000854492188,4252638,0.0,0.0,24.617898771035183,23.82985477542387,60.6466733286589,0.47477738925049096,0.5237513097643656,72210465
2023-03-20 13:30:00-04:00,25.80299949645996,26.023998260498047,25.792001724243164,25.92009925842285,25.92009925842285,5547191,0.0,0.0,24.66896545681509,23.85065322799102,61.27645183765658,0.46253979197757644,0.5115090062070078,77757656
