insider_name,relationship_to_issuer,shares_bought,trade_date,transaction_type,shares,price_per_share,shares_owned_after_transaction,total_value,avg_book_price
Selipsky Adam,CEO Amazon Web Services,-34.0,09/15/2022,S,34.0,130.19,115180.0,4426.46,0.03843080395902066
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,340.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,143.1,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,-300.0,08/30/2022,S,300.0,127.5981,116920.0,38279.43,0.3273984775915156
Selipsky Adam,CEO Amazon Web Services,-38.0,08/30/2022,S,38.0,128.6474,116882.0,4888.6012,0.04182509881761092
Selipsky Adam,CEO Amazon Web Services,-60.0,08/30/2022,S,60.0,129.41,116822.0,7764.599999999999,0.06646522059201178
Selipsky Adam,CEO Amazon Web Services,-90.0,08/30/2022,S,90.0,130.46,116732.0,11741.400000000001,0.10058424425179044
Selipsky Adam,CEO Amazon Web Services,-32.0,08/30/2022,S,32.0,131.4072,116700.0,4205.0304,0.03603282262210797
Selipsky Adam,CEO Amazon Web Services,-290.0,08/31/2022,S,290.0,128.0417,116410.0,37132.093,0.3189768318872949
Selipsky Adam,CEO Amazon Web Services,-147.0,08/31/2022,S,147.0,129.0167,116263.0,18965.454899999997,0.16312545607802995
Selipsky Adam,CEO Amazon Web Services,-63.0,08/31/2022,S,63.0,130.0554,116200.0,8193.4902,0.07051196385542169
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,340.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,143.1,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-701651.0,08/23/2022,G,701651.0,0.0,996410029.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-278052.0,08/24/2022,G,278052.0,0.0,996131977.0,0.0,0.0
Herrington Douglas J,CEO Worldwide Amazon Stores,-4446.0,08/22/2022,S,4446.0,133.7739,501574.0,594758.7594,1.1857846686630487
Herrington Douglas J,CEO Worldwide Amazon Stores,-2202.0,08/22/2022,S,2202.0,134.7104,499372.0,296632.30079999997,0.5940106790128401
Herrington Douglas J,CEO Worldwide Amazon Stores,-800.0,08/22/2022,S,800.0,135.6025,498572.0,108482.0,0.21758542397086078
Herrington Douglas J,CEO Worldwide Amazon Stores,0.0,,,0.0,0.0,606096.0,0.0,0.0
Herrington Douglas J,CEO Worldwide Amazon Stores,0.0,,,0.0,0.0,6525.557,0.0,0.0
Olsavsky Brian T,Senior Vice President and CFO,13760.0,08/21/2022,M,13760.0,0.0,61260.0,0.0,0.0
Olsavsky Brian T,Senior Vice President and CFO,2960.0,08/21/2022,M,2960.0,0.0,64220.0,0.0,0.0
Olsavsky Brian T,Senior Vice President and CFO,-16720.0,08/22/2022,S,16720.0,135.55,47500.0,2266396.0,47.7136
Olsavsky Brian T,Senior Vice President and CFO,0.0,,,0.0,0.0,1462.07,0.0,0.0
Zapolsky David,Senior Vice President,13760.0,08/21/2022,M,13760.0,0.0,74020.0,0.0,0.0
Zapolsky David,Senior Vice President,2960.0,08/21/2022,M,2960.0,0.0,76980.0,0.0,0.0
Zapolsky David,Senior Vice President,-4746.0,08/22/2022,S,4746.0,133.7617,72234.0,634833.0282,8.788562563335825
Zapolsky David,Senior Vice President,-2614.0,08/22/2022,S,2614.0,134.6309,69620.0,351925.1726,5.054943588049411
Zapolsky David,Senior Vice President,-1000.0,08/22/2022,S,1000.0,135.593,68620.0,135593.0,1.975998251238706
Reynolds Shelley,Vice President,2320.0,08/21/2022,M,2320.0,0.0,122100.0,0.0,0.0
Reynolds Shelley,Vice President,1160.0,08/21/2022,M,1160.0,0.0,123260.0,0.0,0.0
Reynolds Shelley,Vice President,-2036.0,08/22/2022,S,2036.0,133.7612,121224.0,272337.8032,2.2465667128621396
Reynolds Shelley,Vice President,-1094.0,08/22/2022,S,1094.0,134.6859,120130.0,147346.3746,1.2265576841754766
Reynolds Shelley,Vice President,-350.0,08/22/2022,S,350.0,135.5462,119780.0,47441.17,0.3960692102187343
Reynolds Shelley,Vice President,0.0,,,0.0,0.0,2655.72,0.0,0.0
Jassy Andrew R,"Director, President and CEO",60000.0,08/15/2022,M,60000.0,0.0,1915620.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",-15148.0,08/15/2022,S,15148.0,141.946,1900472.0,2150198.008,1.1314020980051271
Jassy Andrew R,"Director, President and CEO",-8272.0,08/15/2022,S,8272.0,142.8774,1892200.0,1181881.8528,0.6246072575837649
Jassy Andrew R,"Director, President and CEO",-200.0,08/15/2022,S,200.0,143.685,1892000.0,28737.0,0.015188689217758984
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,65500.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,9842.567,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,29480.0,08/15/2022,M,29480.0,0.0,130040.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,-6858.0,08/15/2022,S,6858.0,141.9894,123182.0,973763.3052,7.905077894497572
Selipsky Adam,CEO Amazon Web Services,-5362.0,08/15/2022,S,5362.0,142.8538,117820.0,765982.0756,6.501290745204549
Selipsky Adam,CEO Amazon Web Services,-100.0,08/15/2022,S,100.0,143.59,117720.0,14359.0,0.12197587495752633
Selipsky Adam,CEO Amazon Web Services,-270.0,08/16/2022,S,270.0,142.6133,117450.0,38505.591,0.3278466666666667
Selipsky Adam,CEO Amazon Web Services,-209.0,08/16/2022,S,209.0,143.5144,117241.0,29994.509599999998,0.2558363507646642
Selipsky Adam,CEO Amazon Web Services,-21.0,08/16/2022,S,21.0,144.2852,117220.0,3029.9892,0.02584873912301655
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,340.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,143.1,0.0,0.0
Zapolsky David,Senior Vice President,-10480.0,08/16/2022,S,10480.0,145.0084,60260.0,1519688.032,25.218852173913042
McGrath Judith A,Director,1920.0,08/15/2022,M,1920.0,0.0,42960.0,0.0,0.0
GORELICK JAMIE S,Director,-3533.0,08/04/2022,G,3533.0,0.0,57527.0,0.0,0.0
GORELICK JAMIE S,Director,0.0,,,0.0,0.0,28640.0,0.0,0.0
GORELICK JAMIE S,Director,0.0,,,0.0,0.0,18400.0,0.0,0.0
GORELICK JAMIE S,Director,0.0,,,0.0,0.0,6940.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-7991.0,05/23/2022,G,7991.0,0.0,49855584.0,0.0,0.0
Clark David H,CEO Worldwide Consumer,364.0,05/21/2022,M,364.0,0.0,3925.0,0.0,0.0
Clark David H,CEO Worldwide Consumer,1040.0,05/21/2022,M,1040.0,0.0,4965.0,0.0,0.0
Clark David H,CEO Worldwide Consumer,4000.0,05/21/2022,M,4000.0,0.0,8965.0,0.0,0.0
Clark David H,CEO Worldwide Consumer,-2270.0,05/23/2022,S,2270.0,2169.22,6695.0,4924129.399999999,735.49356235997
Clark David H,CEO Worldwide Consumer,0.0,,,0.0,0.0,569.701,0.0,0.0
Olsavsky Brian T,Senior Vice President and CFO,688.0,05/21/2022,M,688.0,0.0,2988.0,0.0,0.0
Olsavsky Brian T,Senior Vice President and CFO,148.0,05/21/2022,M,148.0,0.0,3136.0,0.0,0.0
Olsavsky Brian T,Senior Vice President and CFO,-761.0,05/23/2022,S,761.0,2169.22,2375.0,1650776.42,695.0637557894737
Olsavsky Brian T,Senior Vice President and CFO,0.0,,,0.0,0.0,72.444,0.0,0.0
Zapolsky David,Senior Vice President,688.0,05/21/2022,M,688.0,0.0,3807.0,0.0,0.0
Zapolsky David,Senior Vice President,148.0,05/21/2022,M,148.0,0.0,3955.0,0.0,0.0
Zapolsky David,Senior Vice President,-418.0,05/23/2022,S,418.0,2169.22,3537.0,906733.96,256.3567882386203
Reynolds Shelley,Vice President,116.0,05/21/2022,M,116.0,0.0,6105.0,0.0,0.0
Reynolds Shelley,Vice President,57.0,05/21/2022,M,57.0,0.0,6162.0,0.0,0.0
Reynolds Shelley,Vice President,-173.0,05/23/2022,S,173.0,2169.22,5989.0,375275.05999999994,62.660721322424436
Reynolds Shelley,Vice President,0.0,,,0.0,0.0,132.786,0.0,0.0
Jassy Andrew R,"Director, President and CEO",3000.0,05/15/2022,M,3000.0,0.0,93962.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",-1181.0,05/16/2022,S,1181.0,2262.0,92781.0,2671422.0,28.792770071458595
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,3275.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,491.755,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,1474.0,05/15/2022,M,1474.0,0.0,5618.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,-590.0,05/16/2022,S,590.0,2262.0,5028.0,1334580.0,265.4295942720764
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,17.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,7.155,0.0,0.0
NOOYI INDRA K,Director,183.0,05/15/2022,M,183.0,0.0,1199.0,0.0,0.0
NOOYI INDRA K,Director,0.0,,,0.0,0.0,18.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-11730.0,05/12/2022,G,11730.0,0.0,49868287.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-4712.0,05/13/2022,G,4712.0,0.0,49863575.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-823.0,05/03/2022,G,823.0,0.0,49926921.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-46904.0,05/04/2022,G,46904.0,0.0,49880017.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,-34.0,03/30/2022,S,34.0,3370.19,4179.0,114586.46,27.419588418281887
Selipsky Adam,CEO Amazon Web Services,-35.0,03/31/2022,S,35.0,3326.6,4144.0,116431.0,28.096283783783782
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,18128.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,17.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,7.155,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,-344.0,03/18/2022,S,344.0,3200.0,4213.0,1100800.0,261.2864941846665
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,18128.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,17.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,7.155,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-3948.0,03/01/2022,G,3948.0,0.0,49928734.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-990.0,03/02/2022,G,990.0,0.0,49927744.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",1250.0,02/21/2022,M,1250.0,0.0,91454.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",-492.0,02/22/2022,S,492.0,3009.57,90962.0,1480708.4400000002,16.2783188584244
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,3275.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,491.543,0.0,0.0
Clark David H,CEO Worldwide Consumer,190.0,02/21/2022,M,190.0,0.0,3698.0,0.0,0.0
Clark David H,CEO Worldwide Consumer,-137.0,02/22/2022,S,137.0,3009.57,3561.0,412311.09,115.78519797809605
Clark David H,CEO Worldwide Consumer,0.0,,,0.0,0.0,569.489,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,-679.0,02/15/2022,S,679.0,3150.92,4557.0,2139474.68,469.4919201228879
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,18128.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,17.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,7.155,0.0,0.0
Jassy Andrew R,"Director, President and CEO",2154.0,02/15/2022,M,2154.0,0.0,91052.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",-848.0,02/15/2022,S,848.0,3150.92,90204.0,2671980.16,29.621526318123365
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,3275.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,491.543,0.0,0.0
Clark David H,CEO Worldwide Consumer,1426.0,02/15/2022,M,1426.0,0.0,4535.0,0.0,0.0
Clark David H,CEO Worldwide Consumer,-1027.0,02/15/2022,S,1027.0,3150.92,3508.0,3235994.84,922.4614709236032
Clark David H,CEO Worldwide Consumer,0.0,,,0.0,0.0,569.489,0.0,0.0
Zapolsky David,Senior Vice President,1060.0,02/15/2022,M,1060.0,0.0,4421.0,0.0,0.0
Zapolsky David,Senior Vice President,-1060.0,02/15/2022,S,1060.0,3150.92,3361.0,3339975.2,993.744480809283
Zapolsky David,Senior Vice President,-139.0,02/16/2022,S,139.0,3115.81,3222.0,433097.58999999997,134.41886716325263
Zapolsky David,Senior Vice President,-103.0,02/16/2022,G,103.0,0.0,3119.0,0.0,0.0
Olsavsky Brian T,Senior Vice President and CFO,1060.0,02/15/2022,M,1060.0,0.0,3210.0,0.0,0.0
Olsavsky Brian T,Senior Vice President and CFO,-910.0,02/15/2022,S,910.0,3150.92,2300.0,2867337.2,1246.668347826087
Olsavsky Brian T,Senior Vice President and CFO,0.0,,,0.0,0.0,71.865,0.0,0.0
Reynolds Shelley,Vice President,222.0,02/15/2022,M,222.0,0.0,6211.0,0.0,0.0
Reynolds Shelley,Vice President,-222.0,02/15/2022,S,222.0,3150.92,5989.0,699504.24,116.79816997829354
Reynolds Shelley,Vice President,0.0,,,0.0,0.0,132.786,0.0,0.0
WEEKS WENDELL P,Director,190.0,02/15/2022,M,190.0,0.0,1935.0,0.0,0.0
GORELICK JAMIE S,Director,98.0,02/15/2022,M,98.0,0.0,2352.0,0.0,0.0
GORELICK JAMIE S,Director,0.0,,,0.0,0.0,3400.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-27086.0,02/10/2022,G,27086.0,0.0,49936961.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-4279.0,02/11/2022,G,4279.0,0.0,49932682.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,-34.0,01/05/2022,S,34.0,3337.66,3575.0,113480.44,31.74278041958042
Selipsky Adam,CEO Amazon Web Services,-35.0,01/06/2022,S,35.0,3270.0,3540.0,114450.0,32.33050847457627
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,19824.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,17.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,7.155,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,-34.0,12/20/2021,S,34.0,3337.0,3644.0,113458.0,31.13556531284303
Selipsky Adam,CEO Amazon Web Services,-35.0,12/21/2021,S,35.0,3357.01,3609.0,117495.35,32.55620670545858
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,19824.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,17.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,7.155,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,-34.0,12/02/2021,S,34.0,3460.0,3713.0,117640.0,31.6832749798007
Selipsky Adam,CEO Amazon Web Services,-35.0,12/03/2021,S,35.0,3455.0,3678.0,120925.0,32.87792278412181
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,19824.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,17.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,7.155,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-55305.0,12/02/2021,G,55305.0,0.0,49974578.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-10531.0,12/03/2021,G,10531.0,0.0,49964047.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-37233.0,11/30/2021,G,37233.0,0.0,50064787.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-34904.0,12/01/2021,G,34904.0,0.0,50029883.0,0.0,0.0
McGrath Judith A,Director,-28.0,11/29/2021,G,28.0,0.0,2052.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",1250.0,11/21/2021,M,1250.0,0.0,89390.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",-492.0,11/22/2021,S,492.0,3676.0,88898.0,1808592.0,20.34457468109519
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,3275.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,491.41,0.0,0.0
Clark David H,CEO Worldwide Consumer,190.0,11/21/2021,M,190.0,0.0,3214.0,0.0,0.0
Clark David H,CEO Worldwide Consumer,-105.0,11/22/2021,S,105.0,3676.0,3109.0,385980.0,124.14924412994532
Clark David H,CEO Worldwide Consumer,0.0,,,0.0,0.0,569.356,0.0,0.0
RUBINSTEIN JONATHAN,Director,-271.0,11/18/2021,S,271.0,3700.0,6072.0,1002700.0,165.13504611330697
Huttenlocher Daniel P,Director,-86.0,11/18/2021,S,86.0,3563.61,1036.0,306470.46,295.82090733590735
GORELICK JAMIE S,Director,-140.0,11/18/2021,G,140.0,0.0,2254.0,0.0,0.0
GORELICK JAMIE S,Director,0.0,,,0.0,0.0,3400.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-23296.0,11/18/2021,G,23296.0,0.0,50102020.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,-177.0,11/15/2021,S,177.0,3533.3042,4316.0,625394.8434,144.90149291010195
Selipsky Adam,CEO Amazon Web Services,-334.0,11/15/2021,S,334.0,3534.6434,3982.0,1180570.8956,296.4768698141637
Selipsky Adam,CEO Amazon Web Services,-201.0,11/15/2021,S,201.0,3536.1702,3781.0,710770.2102,187.9847157365776
Selipsky Adam,CEO Amazon Web Services,-34.0,11/16/2021,S,34.0,3539.0,3747.0,120326.0,32.112623432079
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,19824.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,17.0,0.0,0.0
Selipsky Adam,CEO Amazon Web Services,0.0,,,0.0,0.0,7.155,0.0,0.0
Jassy Andrew R,"Director, President and CEO",2153.0,11/15/2021,M,2153.0,0.0,88988.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",-124.0,11/15/2021,S,124.0,3533.1371,88864.0,438109.0004,4.930106684371625
Jassy Andrew R,"Director, President and CEO",-224.0,11/15/2021,S,224.0,3535.0426,88640.0,791849.5424,8.933320649819494
Jassy Andrew R,"Director, President and CEO",-300.0,11/15/2021,S,300.0,3536.1867,88340.0,1060856.01,12.008784355897669
Jassy Andrew R,"Director, President and CEO",-200.0,11/15/2021,S,200.0,3537.06,88140.0,707412.0,8.026004084411165
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,3275.0,0.0,0.0
Jassy Andrew R,"Director, President and CEO",0.0,,,0.0,0.0,491.41,0.0,0.0
Clark David H,CEO Worldwide Consumer,1426.0,11/15/2021,M,1426.0,0.0,3809.0,0.0,0.0
Clark David H,CEO Worldwide Consumer,-785.0,11/15/2021,S,785.0,3537.0,3024.0,2776545.0,918.1696428571429
Clark David H,CEO Worldwide Consumer,0.0,,,0.0,0.0,569.356,0.0,0.0
Zapolsky David,Senior Vice President,1060.0,11/15/2021,M,1060.0,0.0,4483.0,0.0,0.0
Zapolsky David,Senior Vice President,-954.0,11/15/2021,S,954.0,3537.0,3529.0,3374298.0,956.1626523094361
Zapolsky David,Senior Vice President,-139.0,11/17/2021,S,139.0,3564.72,3390.0,495496.07999999996,146.16403539823008
Zapolsky David,Senior Vice President,-29.0,11/17/2021,G,29.0,0.0,3361.0,0.0,0.0
Olsavsky Brian T,Senior Vice President and CFO,1060.0,11/15/2021,M,1060.0,0.0,3060.0,0.0,0.0
Olsavsky Brian T,Senior Vice President and CFO,-910.0,11/15/2021,S,910.0,3537.0,2150.0,3218670.0,1497.0558139534883
Olsavsky Brian T,Senior Vice President and CFO,0.0,,,0.0,0.0,71.776,0.0,0.0
Reynolds Shelley,Vice President,222.0,11/15/2021,M,222.0,0.0,6211.0,0.0,0.0
Reynolds Shelley,Vice President,-222.0,11/15/2021,S,222.0,3537.0,5989.0,785214.0,131.1093671731508
Reynolds Shelley,Vice President,0.0,,,0.0,0.0,132.786,0.0,0.0
STONESIFER PATRICIA Q,Director,172.0,11/15/2021,M,172.0,0.0,2139.0,0.0,0.0
RYDER THOMAS O,Director,172.0,11/15/2021,M,172.0,0.0,6157.0,0.0,0.0
RYDER THOMAS O,Director,0.0,,,0.0,0.0,3506.0,0.0,0.0
RUBINSTEIN JONATHAN,Director,172.0,11/15/2021,M,172.0,0.0,6343.0,0.0,0.0
Huttenlocher Daniel P,Director,172.0,11/15/2021,M,172.0,0.0,1122.0,0.0,0.0
Alexander Keith Brian,Director,96.0,11/15/2021,M,96.0,0.0,96.0,0.0,0.0
GORELICK JAMIE S,Director,-818.0,11/09/2021,G,818.0,0.0,2394.0,0.0,0.0
GORELICK JAMIE S,Director,0.0,,,0.0,0.0,3400.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-14093.0,11/09/2021,G,14093.0,0.0,50127506.0,0.0,0.0
BEZOS JEFFREY P,"Director, Executive Chair",-2190.0,11/10/2021,G,2190.0,0.0,50125316.0,0.0,0.0
AMAZON COM INC,Director,86186650.0,11/10/2021,C,86186650.0,0.0,86186650.0,0.0,0.0
AMAZON COM INC,Director,30714819.0,11/10/2021,C,30714819.0,0.0,116901469.0,0.0,0.0
AMAZON COM INC,Director,27437057.0,11/10/2021,C,27437057.0,0.0,144338526.0,0.0,0.0
AMAZON COM INC,Director,4070557.0,11/10/2021,C,4070557.0,0.0,148409083.0,0.0,0.0
AMAZON COM INC,Director,7390649.0,11/10/2021,C,7390649.0,0.0,155799732.0,0.0,0.0
AMAZON COM INC,Director,2564102.0,11/10/2021,A,2564102.0,78.0,158363834.0,199999956.0,1.2629143343422715
BEZOS JEFFREY P,"Director, Executive Chair",-100.0,11/04/2021,S,100.0,3469.63,50174199.0,346963.0,0.0069151676940572586
BEZOS JEFFREY P,"Director, Executive Chair",-393.0,11/04/2021,S,393.0,3471.755,50173806.0,1364399.715,0.027193466547066412
BEZOS JEFFREY P,"Director, Executive Chair",-900.0,11/04/2021,S,900.0,3473.3044,50172906.0,3125973.96,0.062304024407117256
BEZOS JEFFREY P,"Director, Executive Chair",-1092.0,11/04/2021,S,1092.0,3474.2978,50171814.0,3793933.1975999996,0.07561881652515094
BEZOS JEFFREY P,"Director, Executive Chair",-2000.0,11/04/2021,S,2000.0,3475.2125,50169814.0,6950425.0,0.13853798620820082
BEZOS JEFFREY P,"Director, Executive Chair",-400.0,11/04/2021,S,400.0,3476.2075,50169414.0,1390483.0,0.027715751274272407
BEZOS JEFFREY P,"Director, Executive Chair",-1238.0,11/04/2021,S,1238.0,3477.47,50168176.0,4305107.859999999,0.0858135217034799
BEZOS JEFFREY P,"Director, Executive Chair",-1200.0,11/04/2021,S,1200.0,3478.4542,50166976.0,4174145.04,0.08320503591844962
BEZOS JEFFREY P,"Director, Executive Chair",-1859.0,11/04/2021,S,1859.0,3479.8215,50165117.0,6468988.1685,0.12895391370262327
BEZOS JEFFREY P,"Director, Executive Chair",-1071.0,11/04/2021,S,1071.0,3480.9456,50164046.0,3728092.7376,0.07431802326311558
BEZOS JEFFREY P,"Director, Executive Chair",-1804.0,11/04/2021,S,1804.0,3482.1001,50162242.0,6281708.5804,0.12522782734471877
BEZOS JEFFREY P,"Director, Executive Chair",-1467.0,11/04/2021,S,1467.0,3483.0117,50160775.0,5109578.1639,0.10186401952322308
BEZOS JEFFREY P,"Director, Executive Chair",-2121.0,11/04/2021,S,2121.0,3484.2515,50158654.0,7390097.4315,0.1473344446503688
BEZOS JEFFREY P,"Director, Executive Chair",-1400.0,11/04/2021,S,1400.0,3485.0386,50157254.0,4879054.04,0.09727514269421528
BEZOS JEFFREY P,"Director, Executive Chair",-1934.0,11/04/2021,S,1934.0,3486.1802,50155320.0,6742272.5068,0.13442786342106877
BEZOS JEFFREY P,"Director, Executive Chair",-400.0,11/04/2021,S,400.0,3487.42,50154920.0,1394968.0,0.02781318363183512
BEZOS JEFFREY P,"Director, Executive Chair",-930.0,11/04/2021,S,930.0,3488.8198,50153990.0,3244602.4140000003,0.06469280737185616
BEZOS JEFFREY P,"Director, Executive Chair",-2300.0,11/04/2021,S,2300.0,3489.8083,50151690.0,8026559.090000001,0.16004563535147073
BEZOS JEFFREY P,"Director, Executive Chair",-1099.0,11/04/2021,S,1099.0,3490.774,50150591.0,3836360.6259999997,0.07649681787399075
BEZOS JEFFREY P,"Director, Executive Chair",-700.0,11/04/2021,S,700.0,3491.8243,50149891.0,2444277.0100000002,0.048739428167451054
BEZOS JEFFREY P,"Director, Executive Chair",-1300.0,11/04/2021,S,1300.0,3492.8277,50148591.0,4540676.01,0.09054443842699389
BEZOS JEFFREY P,"Director, Executive Chair",-1618.0,11/04/2021,S,1618.0,3493.7979,50146973.0,5652965.0022,0.11272794077122063
BEZOS JEFFREY P,"Director, Executive Chair",-2457.0,11/04/2021,S,2457.0,3495.0825,50144516.0,8587417.7025,0.17125337698941995
BEZOS JEFFREY P,"Director, Executive Chair",-1616.0,11/04/2021,S,1616.0,3495.9665,50142900.0,5649481.864,0.1126676331843591
BEZOS JEFFREY P,"Director, Executive Chair",-1101.0,11/04/2021,S,1101.0,3496.9767,50141799.0,3850171.3467,0.07678566432568565
BEZOS JEFFREY P,"Director, Executive Chair",-200.0,11/04/2021,S,200.0,3497.875,50141599.0,699575.0,0.01395198824832052
BEZOS JEFFREY P,"Director, Executive Chair",-300.0,11/04/2021,S,300.0,3435.5767,50211344.0,1030673.01,0.02052669631786793
BEZOS JEFFREY P,"Director, Executive Chair",-500.0,11/04/2021,S,500.0,3436.468,50210844.0,1718234.0,0.03422037677757418
BEZOS JEFFREY P,"Director, Executive Chair",-1229.0,11/04/2021,S,1229.0,3437.8845,50209615.0,4225160.0505,0.08415041721590576
BEZOS JEFFREY P,"Director, Executive Chair",-1900.0,11/04/2021,S,1900.0,3438.9458,50207715.0,6533997.02,0.1301393026948149
BEZOS JEFFREY P,"Director, Executive Chair",-1413.0,11/04/2021,S,1413.0,3439.9518,50206302.0,4860651.8933999995,0.09681358115959227
BEZOS JEFFREY P,"Director, Executive Chair",-1100.0,11/04/2021,S,1100.0,3441.0982,50205202.0,3785208.02,0.0753947373819948
BEZOS JEFFREY P,"Director, Executive Chair",-1300.0,11/04/2021,S,1300.0,3442.1323,50203902.0,4474771.99,0.08913195611767388
BEZOS JEFFREY P,"Director, Executive Chair",-624.0,11/04/2021,S,624.0,3443.3071,50203278.0,2148623.6304,0.04279847284872514
BEZOS JEFFREY P,"Director, Executive Chair",-208.0,11/04/2021,S,208.0,3444.166,50203070.0,716386.528,0.014269775294618437
BEZOS JEFFREY P,"Director, Executive Chair",-504.0,11/04/2021,S,504.0,3445.5254,50202566.0,1736544.8016,0.03459075780309715
BEZOS JEFFREY P,"Director, Executive Chair",-1276.0,11/04/2021,S,1276.0,3446.8271,50201290.0,4398151.3796,0.0876103259418234
