Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,50_EMA,200_EMA,RSI,MACD,Signal,OBV
2005-04-01 00:00:00-05:00,4.548549175262451,5.624124050140381,4.5005011558532715,5.5055060386657715,5.479309558868408,9058576356,0.0,0.0,5.5055060386657715,5.5055060386657715,,0.0,0.0,-9058576356
2005-05-01 00:00:00-04:00,5.556807041168213,6.9669671058654785,5.51076078414917,6.938689231872559,6.905673980712891,10140601248,0.0,0.0,5.561709301144469,5.519766567951411,,0.1143280040164969,0.02286560080329938,1082024892
2005-06-01 00:00:00-04:00,7.087087154388428,7.738988876342773,6.692441940307617,7.361111164093018,7.326085567474365,15544507932,0.0,0.0,5.632274080083628,5.53808840472894,,0.23629581937445376,0.06555164451753026,16626532824
2005-07-01 00:00:00-04:00,7.383382797241211,7.952952861785889,7.181931972503662,7.20120096206665,7.16693639755249,8189766036,0.0,0.0,5.69380062447512,5.554636788384042,,0.31640544982802155,0.11572240557962853,8436766788
2005-08-01 00:00:00-04:00,7.210209846496582,7.5005011558532715,6.840590953826904,7.157156944274902,7.123101711273193,5713157124,0.0,0.0,5.751187146820209,5.57058226257201,,0.3720501622988195,0.16698795692346674,2723609664
2005-09-01 00:00:00-04:00,7.154904842376709,8.031782150268555,7.132132053375244,7.919418811798096,7.881736755371094,6799321872,0.0,0.0,5.83621583956444,5.593953770524509,,0.47221377361199224,0.22803312026117184,9522931536
2005-10-01 00:00:00-04:00,7.848598957061768,9.378128051757812,7.274273872375488,9.312812805175781,9.268500328063965,7710781500,0.0,0.0,5.972552975470768,5.6309573430086015,,0.6564621207095698,0.31371892035085147,17233713036
2005-11-01 00:00:00-05:00,9.305806159973145,10.791791915893555,9.23448371887207,10.132883071899414,10.08466911315918,8458177356,0.0,0.0,6.135703175330715,5.6757526238930875,,0.8587538997330944,0.42272591622730005,25691890392
2005-12-01 00:00:00-05:00,10.240240097045898,11.16641616821289,9.985235214233398,10.381881713867188,10.332483291625977,7943316732,0.0,0.0,6.3022199807635175,5.722579779017209,,1.0273213800967262,0.5436450090011853,33635207124
2006-01-01 00:00:00-05:00,10.57357406616211,11.889639854431152,9.878377914428711,10.827326774597168,10.77580738067627,11949642396,0.0,0.0,6.479675149149151,5.773373281460791,,1.183216631606844,0.6715593335223171,45584849520
2006-02-01 00:00:00-05:00,9.735485076904297,10.172673225402832,8.454203605651855,9.074575424194336,9.031396865844727,11889099000,0.0,0.0,6.5814359442489625,5.806221063975553,,1.1520522151611905,0.7676579098500919,33695750520
2006-03-01 00:00:00-05:00,9.223222732543945,9.9849853515625,8.297046661376953,9.759759902954102,9.713321685791016,12258289440,0.0,0.0,6.706076099492302,5.845559758890762,,1.1691654402953038,0.8479594159391343,45954039960
2006-04-01 00:00:00-05:00,9.747998237609863,11.279278755187988,9.707958221435547,10.458958625793457,10.40919303894043,7405167420,0.0,0.0,6.853247963268818,5.891464225228103,,1.2250259513785018,0.9233727230270078,53359207380
2006-05-01 00:00:00-04:00,10.472222328186035,10.496496200561523,9.023273468017578,9.304804801940918,9.260531425476074,7030554408,0.0,0.0,6.949387447138312,5.925427813056091,68.95665157644581,1.1627616484568328,0.9712505081129728,46328652972
2006-06-01 00:00:00-04:00,9.347847938537598,10.493743896484375,9.299299240112305,10.493743896484375,10.443812370300293,5689528776,0.0,0.0,7.088381817700903,5.970883694483239,72.24913982880501,1.1955723742401094,1.0161148813384002,52018181748
2006-07-01 00:00:00-04:00,10.51151180267334,10.707958221435547,9.451702117919922,9.674674987792969,9.628642082214355,5095775124,0.0,0.0,7.189805079273141,6.007737339192788,62.91065713602194,1.1423151966050131,1.0413549443917227,46922406624
2006-08-01 00:00:00-04:00,9.6373872756958,9.759759902954102,9.093092918395996,9.472723007202148,9.42764949798584,4274601120,0.0,0.0,7.279331272525259,6.042214808526214,60.17607734788602,1.07146152112748,1.0473762597388743,42647805504
2006-09-01 00:00:00-04:00,9.534283638000488,10.477727890014648,9.427427291870117,10.057558059692383,10.0097017288208,4857193944,0.0,0.0,7.388281342610244,6.082168472716923,63.22351148671306,1.0503925029761838,1.0479795083863361,47504999448
2006-10-01 00:00:00-04:00,10.057558059692383,12.311310768127441,9.964715003967285,11.921671867370605,11.864946365356445,6334219440,0.0,0.0,7.566061363189082,6.140272984106512,68.87629299589659,1.1706193879091735,1.0725074842909037,53839218888
2006-11-01 00:00:00-05:00,11.98098087310791,12.837838172912598,11.638137817382812,12.1323823928833,12.074654579162598,4732874388,0.0,0.0,7.7451327761182664,6.199895963298321,67.45392291571983,1.2682826657419106,1.1116625205811053,58572093276
2006-12-01 00:00:00-05:00,12.161662101745605,12.322321891784668,11.319820404052734,11.523524284362793,11.468692779541016,3662901432,0.0,0.0,7.893304992127856,6.252867389378565,59.795536417936304,1.2817762375437916,1.1456852639736426,54909191844
2007-01-01 00:00:00-05:00,11.661662101745605,12.837838172912598,11.539289474487305,12.550049781799316,12.490333557128906,4978500516,0.0,0.0,8.07592243486007,6.315525920646433,60.517894192743924,1.3596290615425541,1.188474023487425,59887692360
2007-02-01 00:00:00-05:00,12.662663459777832,12.66291332244873,11.08708667755127,11.247496604919434,11.193979263305664,4552007436,0.0,0.0,8.200297892509457,6.364600255813329,53.45023480570893,1.3012231396076626,1.2110238467114725,55335684924
2007-03-01 00:00:00-05:00,11.077828407287598,11.661662101745605,10.935935974121094,11.46546459197998,11.410909652709961,4719931344,0.0,0.0,8.32834364542987,6.415355124829913,52.590515267615906,1.2580225200839266,1.2204235813859634,60055616268
2007-04-01 00:00:00-04:00,11.45545482635498,12.324825286865234,11.314313888549805,11.796296119689941,11.740166664123535,3714621660,0.0,0.0,8.464341781675364,6.468896826271307,62.49081001666386,1.2362305609002124,1.2235849772888132,63770237928
2007-05-01 00:00:00-04:00,11.816567420959473,12.732232093811035,11.446697235107422,12.460209846496582,12.400920867919922,3979284732,0.0,0.0,8.621042490099725,6.528511881198923,62.41743532325851,1.2580307698217599,1.2304741357954025,67749522660
2007-06-01 00:00:00-04:00,12.537537574768066,13.388137817382812,12.452201843261719,13.080580711364746,13.018340110778809,5156774064,0.0,0.0,8.79592634191404,6.593706595926941,62.14299256429054,1.3102624467176227,1.2464317979798465,72906296724
2007-07-01 00:00:00-04:00,13.150400161743164,13.97847843170166,12.48448371887207,12.762763023376465,12.702034950256348,4660566768,0.0,0.0,8.951488564716488,6.655090241971215,67.36191607132596,1.3108999569621211,1.2593254297763015,68245729956
2007-08-01 00:00:00-04:00,12.775275230407715,13.183684349060059,12.023524284362793,12.894144058227539,12.83279037475586,3544479972,0.0,0.0,9.10610250563849,6.717170379446403,63.48403078449461,1.3069409383445105,1.2688485314899434,71790209928
2007-09-01 00:00:00-04:00,12.888387680053711,14.309059143066406,12.784785270690918,14.195945739746094,14.128398895263672,2773775448,0.0,0.0,9.30570420109369,6.791586054673266,74.09126036693914,1.3927926568895206,1.293637356569859,74563985376
2007-10-01 00:00:00-04:00,14.263513565063477,17.69269371032715,14.254505157470703,17.69269371032715,17.608509063720703,6211821960,0.0,0.0,9.634605750475394,6.900054787565344,82.41715093450605,1.7231259764011728,1.3795350805361217,80775807336
2007-11-01 00:00:00-04:00,17.587337493896484,18.69969940185547,15.415916442871094,17.342342376708984,17.259822845458984,6852148992,0.0,0.0,9.93686993189632,7.003958146661301,79.2703976005681,1.9343491149162464,1.4904978874121466,73923658344
2007-12-01 00:00:00-05:00,17.292543411254883,18.138137817382812,16.328828811645508,17.304304122924805,17.221965789794922,3409151436,0.0,0.0,10.22578891977979,7.106449151400241,75.34704498788042,2.0747590736798447,1.6073501246656863,70514506908
2008-01-01 00:00:00-05:00,17.339088439941406,17.451702117919922,12.987988471984863,14.121622085571289,14.054429054260254,6305264424,0.0,0.0,10.3785666909873,7.1762518671631375,57.318848354955705,1.9072337327093916,1.6673268462744273,64209242484
2008-02-01 00:00:00-05:00,13.22998046875,13.53954029083252,11.182432174682617,11.791291236877441,11.735185623168945,7080332580,0.0,0.0,10.433967653571226,7.222172656911539,50.874408816252256,1.5683514892303627,1.6475317748656144,57128909904
2008-03-01 00:00:00-05:00,11.79955005645752,11.829830169677734,10.31306266784668,11.022772789001465,10.970324516296387,5818795380,0.0,0.0,10.45705805103908,7.2599895736487525,44.927104604151815,1.2236661916401026,1.5627586582205122,51310114524
2008-04-01 00:00:00-04:00,11.204705238342285,14.636136054992676,11.036035537719727,14.371622085571289,14.303238868713379,5716066212,0.0,0.0,10.610570366118775,7.330752086205196,59.13508207060109,1.2068133674237878,1.4915696000611673,57026180736
2008-05-01 00:00:00-04:00,14.472222328186035,15.076326370239258,13.458708763122559,14.659660339355469,14.589906692504883,4181126688,0.0,0.0,10.769358208206489,7.403676546435547,59.30185377933555,1.2028341394373907,1.4338225079364122,61207307424
2008-06-01 00:00:00-04:00,14.57707691192627,14.715716361999512,12.89013957977295,13.173673629760742,13.110991477966309,3747632616,0.0,0.0,10.863645087483127,7.461089452737291,53.75822763235446,1.0674687487745391,1.3605517561040377,57459674808
2008-07-01 00:00:00-04:00,13.002503395080566,13.905905723571777,11.651652336120605,11.855606079101562,11.799195289611816,4159276560,0.0,0.0,10.902545518526988,7.5048159863329555,48.40717545257364,0.8441033674473619,1.2572620783727027,53300398248
2008-08-01 00:00:00-04:00,11.824575424194336,12.779278755187988,11.559059143066406,11.593844413757324,11.538678169250488,2749823424,0.0,0.0,10.929655279124256,7.545502836357079,46.00776978045853,0.6386013162667279,1.1335299259515077,50550574824
2008-09-01 00:00:00-04:00,11.931180953979492,12.066567420959473,9.527276992797852,10.023022651672363,9.975330352783203,5357776860,0.0,0.0,10.894101058439869,7.570154774817928,43.10700845434749,0.3450102089216571,0.9758259825455377,45192797964
2008-10-01 00:00:00-04:00,10.28903865814209,10.434934616088867,7.743743896484375,8.992993354797363,8.950202941894531,7963852176,0.0,0.0,10.81954781515977,7.584312372628669,40.60960430414571,0.02888936656245278,0.7864386593489208,37228945788
2008-11-01 00:00:00-04:00,8.948448181152344,9.318318367004395,6.188689231872559,7.3313307762146,7.296446800231934,6314998680,0.0,0.0,10.6827549901031,7.581795142813604,33.75768504103988,-0.3516671614015028,0.5588174951988362,30913947108
2008-12-01 00:00:00-05:00,7.174173831939697,8.245745658874512,6.571071147918701,7.698948860168457,7.662315845489502,4515775704,0.0,0.0,10.565742985007622,7.582960851444001,22.243847596933833,-0.6164907232071268,0.3237558515176436,35429722812
2009-01-01 00:00:00-05:00,7.722723007202148,8.81706714630127,7.075826168060303,8.471721649169922,8.431410789489746,4390872732,0.0,0.0,10.483624501249281,7.591804242466149,25.927991217895837,-0.7553023428985153,0.10794421263441178,39820595544
2009-02-01 00:00:00-05:00,8.365615844726562,9.53453540802002,8.246996879577637,8.458208084106445,8.417962074279785,4458948588,0.0,0.0,10.404196406459366,7.600425176213814,25.962548465278914,-0.8565284564749103,-0.08495032118745265,35361646956
2009-03-01 00:00:00-05:00,8.341591835021973,8.987988471984863,7.24349308013916,8.710209846496582,8.668764114379883,4554452988,0.0,0.0,10.33776556097063,7.611467809748966,32.50994886891067,-0.9059729523742988,-0.24915484742482186,39916099944
2009-04-01 00:00:00-04:00,8.603102684020996,10.103854179382324,8.523774147033691,9.909158706665039,9.862008094787598,3509802684,0.0,0.0,10.320957449037076,7.634330405738181,43.436828695941,-0.8387443953319007,-0.36707275700623765,43425902628
2009-05-01 00:00:00-04:00,9.885636329650879,10.441190719604492,9.626876831054688,10.441190719604492,10.391509056091309,2279130588,0.0,0.0,10.325672479255406,7.66225936408511,47.93795996085244,-0.7340728080661112,-0.4404727672182124,45705033216
2009-06-01 00:00:00-04:00,10.478729248046875,11.194695472717285,10.057307243347168,10.550299644470215,10.500099182128906,2815621560,0.0,0.0,10.334481387695202,7.690996083292922,32.41026306025611,-0.6349958062809353,-0.47937737503075695,48520654776
2009-07-01 00:00:00-04:00,10.615615844726562,11.328828811645508,9.909408569335938,11.087336540222168,11.034581184387207,2917767312,0.0,0.0,10.36400511916685,7.724790515700179,33.924906541077476,-0.5072944051495902,-0.48496078105452367,51438422088
2009-08-01 00:00:00-04:00,11.229729652404785,11.870620727539062,10.974974632263184,11.553302764892578,11.498330116271973,1947594456,0.0,0.0,10.410644242528644,7.7628851649458745,41.971479763009896,-0.3642912221795349,-0.46082686927952593,53386016544
2009-09-01 00:00:00-04:00,11.503503799438477,12.687687873840332,11.326075553894043,12.408658981323242,12.349616050720215,2041140816,0.0,0.0,10.48899776169706,7.809111770083958,52.871918775407075,-0.17986668011246465,-0.4046348314461137,55427157360
