timestamp,VIX_current,VIX_30d_avg,VIX_90d_percentile,SPY_30d_realized_vol,VIX_SPY_vol_ratio,fear_level
2025-07-25 21:35:42,14.930000305175781,17.336666615804038,36.07192529306577,19.372541434610287,0.7706784551510819,Normal
