insider_name,relationship_to_issuer,shares_bought,trade_date,transaction_type,shares,price_per_share,shares_owned_after_transaction,total_value,avg_book_price
SEAWELL A BROOKE,Director,-7843.0,06/20/2025,S,7843.0,145.8638,1944718.0,1144009.7834,0.5882651281059773
SEAWELL A BROOKE,Director,-9956.0,06/23/2025,S,9956.0,142.9474,1934762.0,1423184.3143999998,0.7355862449231481
SEAWELL A BROOKE,Director,-45725.0,06/23/2025,S,45725.0,143.8318,1889037.0,6576709.055,3.4815141550959563
SEAWELL A BROOKE,Director,-12834.0,06/24/2025,S,12834.0,146.2951,1876203.0,1877551.3133999999,1.0007186394009602
SEAWELL A BROOKE,Director,-40781.0,06/24/2025,S,40781.0,147.0417,1835422.0,5996507.5677,3.2671001915090914
SEAWELL A BROOKE,Director,-852.0,06/24/2025,S,852.0,147.7665,1834570.0,125897.058,0.06862483197697554
SEAWELL A BROOKE,Director,0.0,,,0.0,0.0,8588.0,0.0,0.0
SEAWELL A BROOKE,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
SEAWELL A BROOKE,Director,0.0,,,0.0,0.0,2000000.0,0.0,0.0
STEVENS MARK A,Director,-608248.0,06/18/2025,S,608248.0,145.2633,8247600.0,88356111.69839999,10.712948215044376
STEVENS MARK A,Director,0.0,,,0.0,0.0,16070550.0,0.0,0.0
STEVENS MARK A,Director,0.0,,,0.0,0.0,11541602.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",-0.0,06/18/2025,F,0.0,144.12,0.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",-10232.0,06/20/2025,S,10232.0,143.4568,75762993.0,1467849.9775999999,0.019374234299323417
HUANG JEN HSUN,"Director, President and CEO",-27563.0,06/20/2025,S,27563.0,144.0127,75735430.0,3969422.0500999996,0.05241169225684729
HUANG JEN HSUN,"Director, President and CEO",-8691.0,06/20/2025,S,8691.0,145.3591,75726739.0,1263315.9381000001,0.01668256093927404
HUANG JEN HSUN,"Director, President and CEO",-3514.0,06/20/2025,S,3514.0,145.864,75723225.0,512566.096,0.006768941708438858
HUANG JEN HSUN,"Director, President and CEO",-4937.0,06/23/2025,S,4937.0,142.8047,75718288.0,705026.8038999999,0.009311182575865952
HUANG JEN HSUN,"Director, President and CEO",-33194.0,06/23/2025,S,33194.0,143.7742,75685094.0,4772440.7948,0.0630565484241851
HUANG JEN HSUN,"Director, President and CEO",-11869.0,06/23/2025,S,11869.0,144.3225,75673225.0,1712963.7525,0.02263632549689801
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,582503470.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,49489560.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,22280000.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,50078000.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,29512185.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,29512185.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,10000000.0,0.0,0.0
HUANG JEN HSUN,"Director, President and CEO",0.0,,,0.0,0.0,10000000.0,0.0,0.0
Puri Ajay K,"EVP, Worldwide Field Ops",-0.0,06/18/2025,F,0.0,144.12,0.0,0.0,0.0
Puri Ajay K,"EVP, Worldwide Field Ops",0.0,,,0.0,0.0,0.0,0.0,0.0
Puri Ajay K,"EVP, Worldwide Field Ops",0.0,,,0.0,0.0,46360.0,0.0,0.0
Kress Colette,EVP & Chief Financial Officer,-0.0,06/18/2025,F,0.0,144.12,0.0,0.0,0.0
