contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiration,ticker,timestamp
AMZN250808C00225000,2025-08-04 19:59:47+00:00,225.0,0.15,0.14,0.15,-0.58000004,-79.45206,26526.0,17825,0.34668622070312494,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00227500,2025-08-04 19:59:51+00:00,227.5,0.11,0.1,0.11,-0.38,-77.55102,5901.0,9271,0.37402969726562496,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00230000,2025-08-04 19:59:36+00:00,230.0,0.07,0.07,0.08,-0.28,-80.0,19864.0,11594,0.398443515625,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00232500,2025-08-04 19:58:33+00:00,232.5,0.06,0.05,0.07,-0.17999999,-75.0,8394.0,5379,0.4335994140625,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00235000,2025-08-04 19:58:10+00:00,235.0,0.05,0.05,0.06,-0.14,-73.68421,6415.0,21592,0.46484910156250003,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00237500,2025-08-04 19:58:33+00:00,237.5,0.05,0.04,0.05,-0.10000001,-66.66667,2176.0,3866,0.49219257812500006,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00240000,2025-08-04 19:59:00+00:00,240.0,0.04,0.03,0.04,-0.08,-66.66667,8919.0,20709,0.5039112109375,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00242500,2025-08-04 19:44:11+00:00,242.5,0.03,0.03,0.04,-0.060000002,-66.666664,784.0,2668,0.5429733203125001,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00245000,2025-08-04 19:56:39+00:00,245.0,0.03,0.03,0.04,-0.049999997,-62.499996,1818.0,7109,0.57812921875,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00247500,2025-08-04 19:59:25+00:00,247.5,0.03,0.02,0.03,-0.03,-50.0,207.0,1841,0.5898478515625001,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00250000,2025-08-04 19:56:25+00:00,250.0,0.03,0.02,0.03,-0.03,-50.0,2627.0,17687,0.6210975390625001,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00252500,2025-08-04 19:48:29+00:00,252.5,0.02,0.02,0.03,-0.030000001,-60.0,2600.0,2694,0.6562534375000001,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00255000,2025-08-04 19:55:40+00:00,255.0,0.02,0.02,0.03,-0.02,-50.0,1477.0,4133,0.6875031250000001,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00257500,2025-08-04 18:59:00+00:00,257.5,0.01,0.01,0.03,-0.03,-75.0,1027.0,1826,0.70312796875,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00260000,2025-08-04 19:56:12+00:00,260.0,0.01,0.01,0.02,-0.01,-50.0,1349.0,5854,0.710940390625,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00262500,2025-08-04 19:56:03+00:00,262.5,0.01,0.01,0.02,-0.01,-50.0,1003.0,919,0.7421900781249999,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00265000,2025-08-04 19:59:15+00:00,265.0,0.02,0.01,0.02,-0.01,-33.333336,697.0,1911,0.7656273437500001,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00267500,2025-08-04 19:54:34+00:00,267.5,0.01,0.0,0.02,-0.01,-50.0,2052.0,842,0.7656273437500001,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00270000,2025-08-04 17:32:07+00:00,270.0,0.01,0.0,0.01,0.0,0.0,87.0,3533,0.7500025,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00275000,2025-08-04 19:08:55+00:00,275.0,0.01,0.0,0.01,0.0,0.0,5.0,2654,0.8125018749999999,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00280000,2025-08-04 16:11:28+00:00,280.0,0.01,0.0,0.01,0.0,0.0,16.0,2814,0.8437515624999999,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00285000,2025-08-01 14:22:36+00:00,285.0,0.01,0.0,0.01,0.0,0.0,11.0,1542,0.9062509375,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00290000,2025-08-01 14:18:57+00:00,290.0,0.01,0.0,0.01,0.0,0.0,1.0,977,0.937500625,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00295000,2025-07-31 19:59:56+00:00,295.0,0.08,0.0,0.01,0.0,0.0,52.0,358,0.98437515625,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808C00300000,2025-08-04 13:30:20+00:00,300.0,0.01,0.0,0.01,0.0,0.0,124.0,6428,1.0312548437500002,False,REGULAR,USD,call,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00110000,2025-08-01 19:40:26+00:00,110.0,0.01,0.0,0.01,0.0,0.0,5.0,4,1.9375003125,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00115000,2025-07-21 16:12:07+00:00,115.0,0.02,0.0,0.01,0.0,0.0,,2,1.8125009374999999,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00120000,2025-07-23 14:33:32+00:00,120.0,0.01,0.0,0.01,0.0,0.0,8.0,9,1.6875015625,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00125000,2025-07-30 14:00:11+00:00,125.0,0.01,0.0,0.01,0.0,0.0,5.0,22,1.5625021874999998,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00130000,2025-07-23 15:52:55+00:00,130.0,0.02,0.0,0.01,0.0,0.0,,90,1.46875265625,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00135000,2025-07-31 14:05:41+00:00,135.0,0.01,0.0,0.01,0.0,0.0,100.0,355,1.3750031249999999,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00140000,2025-08-01 18:01:33+00:00,140.0,0.01,0.0,0.01,0.0,0.0,116.0,335,1.2500037499999999,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00145000,2025-08-01 19:40:49+00:00,145.0,0.01,0.0,0.01,0.0,0.0,150.0,424,1.15625421875,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00150000,2025-08-01 19:40:26+00:00,150.0,0.01,0.0,0.01,0.0,0.0,195.0,5557,1.0625046875000002,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00155000,2025-08-01 19:43:33+00:00,155.0,0.01,0.0,0.01,0.0,0.0,64.0,597,0.9687503125,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00160000,2025-08-04 14:35:59+00:00,160.0,0.01,0.0,0.01,-0.01,-50.0,313.0,1503,0.87500125,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00165000,2025-08-04 13:36:24+00:00,165.0,0.01,0.0,0.01,-0.02,-66.66667,4.0,1446,0.7812521875,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00170000,2025-08-04 17:46:09+00:00,170.0,0.01,0.0,0.01,-0.02,-66.66667,68.0,1854,0.6875031250000001,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00175000,2025-08-04 16:57:35+00:00,175.0,0.01,0.01,0.02,-0.03,-75.0,112.0,3209,0.6718782812500002,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00180000,2025-08-04 18:27:07+00:00,180.0,0.01,0.01,0.02,-0.049999997,-83.333336,551.0,4067,0.585941640625,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00185000,2025-08-04 19:53:46+00:00,185.0,0.02,0.02,0.03,-0.04,-66.66667,1285.0,3186,0.523442265625,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00190000,2025-08-04 19:59:08+00:00,190.0,0.04,0.03,0.05,-0.060000002,-60.0,2267.0,2350,0.47070841796875,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00195000,2025-08-04 19:55:36+00:00,195.0,0.08,0.07,0.08,-0.11,-57.894737,1328.0,3306,0.398443515625,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00197500,2025-08-04 19:59:26+00:00,197.5,0.12,0.11,0.12,-0.13,-52.0,1797.0,2567,0.372076591796875,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00200000,2025-08-04 19:58:52+00:00,200.0,0.19,0.19,0.2,-0.18,-48.648647,6772.0,4703,0.3505924316406249,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00202500,2025-08-04 19:59:10+00:00,202.5,0.35,0.33,0.34,-0.17999998,-33.96226,3292.0,1512,0.33008482421874996,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00205000,2025-08-04 19:59:44+00:00,205.0,0.61,0.59,0.61,-0.19,-23.75,8788.0,6083,0.3154365332031249,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00207500,2025-08-04 19:59:56+00:00,207.5,1.08,1.06,1.09,-0.13999999,-11.475408,14698.0,3742,0.304694453125,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00210000,2025-08-04 19:59:59+00:00,210.0,1.82,1.82,1.86,0.0200001,1.1111166,31872.0,8968,0.29566134033203123,False,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00212500,2025-08-04 19:59:56+00:00,212.5,3.02,2.97,3.05,0.43000007,16.60232,26974.0,4718,0.29395237304687494,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00215000,2025-08-04 19:59:56+00:00,215.0,4.6,4.5,4.65,1.0,27.777779,10622.0,8067,0.29688203124999996,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00217500,2025-08-04 19:57:40+00:00,217.5,6.35,6.4,6.55,1.4200001,28.803246,2671.0,4674,0.2973703076171874,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00220000,2025-08-04 19:58:28+00:00,220.0,8.65,8.5,9.0,1.9999995,30.07518,4132.0,6726,0.36133451171875,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00222500,2025-08-04 19:55:49+00:00,222.5,10.9,10.05,11.95,2.6499996,32.12121,427.0,2503,0.5122119091796875,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00225000,2025-08-04 19:47:34+00:00,225.0,12.94,13.25,13.5,2.2199993,20.708948,568.0,4497,0.34668622070312494,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00227500,2025-08-04 19:48:25+00:00,227.5,15.6,14.6,16.85,2.7200003,21.118015,124.0,1770,0.6293982373046876,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00230000,2025-08-04 19:53:50+00:00,230.0,18.25,17.9,19.0,3.08,20.30323,891.0,2550,0.6127968408203126,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00232500,2025-08-04 19:43:56+00:00,232.5,20.84,19.65,21.65,3.6399994,21.162786,157.0,1409,0.708010732421875,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00235000,2025-08-04 19:35:29+00:00,235.0,23.09,22.05,25.2,3.130001,15.68137,170.0,1757,0.5986368261718751,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00237500,2025-08-04 17:55:43+00:00,237.5,24.95,24.6,27.0,2.2800007,10.057347,338.0,967,0.9047861083984375,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00240000,2025-08-04 19:19:01+00:00,240.0,28.19,27.55,30.2,3.3999996,13.715206,850.0,612,0.79101771484375,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00242500,2025-08-04 18:34:13+00:00,242.5,31.1,29.6,32.8,4.4400005,16.654165,72.0,54,0.772463212890625,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00245000,2025-08-04 19:55:24+00:00,245.0,33.12,31.8,35.05,3.2199993,10.769229,3643.0,311,0.6367223828125,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00247500,2025-08-04 19:55:24+00:00,247.5,35.6,34.55,37.55,6.3499985,21.709398,2290.0,202,0.7812521875,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00250000,2025-08-04 19:55:24+00:00,250.0,38.12,37.1,40.05,3.2799988,9.414463,159.0,23,0.8388687988281249,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00252500,2025-08-04 19:55:24+00:00,252.5,40.65,40.25,42.55,2.7000008,7.114626,20.0,5,1.0380907470703127,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00255000,2025-08-01 19:25:23+00:00,255.0,40.0,42.65,45.05,0.0,0.0,940.0,2,1.0620164086914063,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00257500,2025-08-01 18:29:15+00:00,257.5,43.28,45.05,47.55,0.0,0.0,13.0,0,1.0830123974609376,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00260000,2025-08-01 18:29:15+00:00,260.0,46.02,47.65,50.0,0.0,0.0,960.0,0,1.1367230664062502,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00265000,2025-08-01 18:29:15+00:00,265.0,50.89,52.6,55.0,0.0,0.0,70.0,0,1.2070352148437498,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
AMZN250808P00290000,2025-07-14 19:15:38+00:00,290.0,64.4,77.85,80.0,0.0,0.0,3.0,0,1.650392373046875,True,REGULAR,USD,put,2025-08-08,AMZN,2025-08-05 03:38:57
