Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,50_EMA,200_EMA,RSI,MACD,Signal,OBV
2005-04-01 00:00:00-05:00,36.81999969482422,37.06999969482422,34.349998474121094,34.97999954223633,29.9462833404541,2345433600,0.0,0.0,0.0,34.97999954223633,34.97999954223633,,0.0,0.0,-2345433600
2005-05-01 00:00:00-04:00,35.099998474121094,38.27000045776367,34.88999938964844,38.08000183105469,32.60018539428711,1881340000,0.0,0.0,0.0,35.101568259444896,35.01084533615492,,0.24729362987724812,0.049458725975449626,-464093600
2005-06-01 00:00:00-04:00,38.029998779296875,38.68000030517578,36.70000076293945,36.779998779296875,31.48726463317871,1943627500,0.035,0.0,0.0,35.16738906414498,35.02844885300211,,0.33452009212088285,0.10647099920453629,-2407721100
2005-07-01 00:00:00-04:00,36.86000061035156,39.91999816894531,36.54999923706055,39.58000183105469,33.91564178466797,1620613000,0.0,0.0,0.0,35.340432702063005,35.073737937360846,,0.6224097849919232,0.2096587563620137,-787108100
2005-08-01 00:00:00-04:00,39.63999938964844,40.13999938964844,38.2599983215332,38.97999954223633,33.40151596069336,1714890300,0.0,0.0,0.0,35.483160813442346,35.112606212036226,,0.7930079682188591,0.3263285987333828,-2501998400
2005-09-01 00:00:00-04:00,39.0,39.90999984741211,38.2400016784668,39.459999084472656,33.812808990478516,1676662500,0.0,0.0,0.0,35.639115255443535,35.15586385255798,,0.9559209474130128,0.45224706846930884,-825335900
2005-10-01 00:00:00-04:00,39.540000915527344,39.880001068115234,37.33000183105469,38.869998931884766,33.3072509765625,2279169700,0.0,0.0,0.0,35.76581657608829,35.19282042051148,,1.0256000961773424,0.5669176740109156,-3104505600
2005-11-01 00:00:00-05:00,38.779998779296875,42.02000045776367,38.709999084472656,41.2400016784668,35.33808898925781,1718491700,0.0,0.0,0.0,35.98049050167176,35.252991378302085,,1.2575643196240023,0.705047003133533,-1386013900
2005-12-01 00:00:00-05:00,41.5099983215332,42.310001373291016,40.36000061035156,40.40999984741211,34.62687683105469,1416706400,0.101,0.0,0.0,36.15419675052432,35.30430489540766,,1.3587604817317072,0.8357896988531679,-2802720300
2006-01-01 00:00:00-05:00,40.650001525878906,43.310001373291016,40.15999984741211,42.0,36.07612609863281,1968905800,0.0,0.0,0.0,36.38344393677827,35.37092872729416,,1.5493983931993753,0.9785114377224094,-833814500
2006-02-01 00:00:00-05:00,41.7400016784668,42.16999816894531,40.2599983215332,41.099998474121094,35.30307388305664,1646562100,0.0,0.0,0.0,36.568406859811326,35.42793439641681,,1.6093066249834251,1.1046704751746126,-2480376600
2006-03-01 00:00:00-05:00,41.22999954223633,42.29999923706055,40.189998626708984,41.93000030517578,36.0159912109375,2185862300,0.029,0.0,0.0,36.77866542629621,35.4926315696383,,1.7041145694569622,1.2245592940310825,-294514300
2006-04-01 00:00:00-05:00,42.150001525878906,43.04999923706055,41.38999938964844,41.849998474121094,35.972511291503906,1763904700,0.0,0.0,0.0,36.977541232093266,35.55588895177246,,1.752592276530649,1.3301658905309959,-2058419000
