Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,50_EMA,200_EMA,RSI,MACD,Signal,OBV
2023-08-07 09:30:00-04:00,373.8800048828125,374.8500061035156,372.04998779296875,373.70001220703125,373.70001220703125,10401092,0.0,0.0,0.0,373.70001220703125,373.70001220703125,,0.0,0.0,-10401092
2023-08-07 10:30:00-04:00,373.6700134277344,374.1400146484375,371.6199951171875,372.125,372.125,6685881,0.0,0.0,0.0,373.6382470224418,373.6843404437772,,-0.12564199942130472,-0.025128399884260945,-17086973
2023-08-07 11:30:00-04:00,372.1000061035156,373.727294921875,371.510009765625,373.6296081542969,373.6296081542969,5725591,0.0,0.0,0.0,373.6379082432989,373.6837958438819,,-0.10262192398784009,-0.040627104704976776,-11361382
2023-08-07 12:30:00-04:00,373.6080017089844,374.05999755859375,372.8800964355469,373.69000244140625,373.69000244140625,2811293,0.0,0.0,0.0,373.6399511530286,373.6838576010712,,-0.07859899384760638,-0.048221482533502696,-8550089
2023-08-07 13:30:00-04:00,373.69000244140625,374.5400085449219,373.32501220703125,373.7699890136719,373.7699890136719,3773945,0.0,0.0,0.0,373.6450506769754,373.6847146300523,,-0.05250119958157029,-0.04907742594311622,-4776144
2023-08-07 14:30:00-04:00,373.7799987792969,374.6400146484375,373.760009765625,374.1600036621094,374.1600036621094,2743761,0.0,0.0,0.0,373.66524491168656,373.6894438741524,,-0.0003436258558622285,-0.03933066592566542,-2032383
2023-08-07 15:30:00-04:00,374.1099853515625,375.2900085449219,373.95001220703125,375.19000244140625,375.19000244140625,3848345,0.0,0.0,0.0,373.7250393246168,373.7043748051699,,0.1226896308345431,-0.006926606573623717,1815962
2023-08-08 09:30:00-04:00,372.42999267578125,372.6199951171875,369.42999267578125,370.42498779296875,370.42498779296875,13223640,0.0,0.0,0.0,373.595625539062,373.6717440886306,,-0.16243009306782596,-0.03802730387246417,-11407678
2023-08-08 10:30:00-04:00,370.42999267578125,370.6600036621094,368.8599853515625,369.79998779296875,369.79998779296875,8387917,0.0,0.0,0.0,373.44677699999954,373.63321915036533,,-0.433820986802516,-0.11718604045847456,-19795595
2023-08-08 11:30:00-04:00,369.81500244140625,370.2699890136719,368.82000732421875,369.9800109863281,369.9800109863281,5280779,0.0,0.0,0.0,373.31082539162026,373.59686882037494,,-0.6271445264486033,-0.2191777376565003,-14514816
2023-08-08 12:30:00-04:00,369.9800109863281,370.8999938964844,369.6400146484375,370.4150085449219,370.4150085449219,3813115,0.0,0.0,0.0,373.1972639466517,373.56520851912666,,-0.7367612320219905,-0.3226944365295984,-10701701
2023-08-08 13:30:00-04:00,370.3800048828125,371.4775085449219,369.9200134277344,371.0150146484375,371.0150146484375,4307416,0.0,0.0,0.0,373.11168554280016,373.53983345573675,,-0.7663833921535002,-0.41143222765437876,-6394285
2023-08-08 14:30:00-04:00,371.04998779296875,371.8399963378906,370.67999267578125,371.54998779296875,371.54998779296875,3708999,0.0,0.0,0.0,373.05044249378716,373.52003399640574,,-0.7381820030386166,-0.47678218273122636,-2685286
2023-08-08 15:30:00-04:00,371.54998779296875,372.45001220703125,371.0799865722656,371.94000244140625,371.94000244140625,4694442,0.0,0.0,0.0,373.00689582506635,373.50431228939084,42.769090343741546,-0.6765622874402766,-0.5167382036730365,2009156
2023-08-09 09:30:00-04:00,372.2900085449219,372.45001220703125,369.79998779296875,370.3999938964844,370.3999938964844,8746226,0.0,0.0,0.0,372.90466437688667,373.47342354916293,37.9649683584455,-0.7434243054417493,-0.562075424026779,-6737070
2023-08-09 10:30:00-04:00,370.3800048828125,370.5799865722656,367.19500732421875,367.69000244140625,367.69000244140625,8657610,0.0,0.0,0.0,372.7001678303973,373.4158770704788,35.06235070162526,-1.0035186600595125,-0.6503640712333257,-15394680
2023-08-09 11:30:00-04:00,367.69000244140625,368.6000061035156,367.1400146484375,368.30999755859375,368.30999755859375,6414961,0.0,0.0,0.0,372.5280042903266,373.3650722992163,30.9475248931589,-1.1464018782885432,-0.7495716326443692,-8979719
2023-08-09 12:30:00-04:00,368.30999755859375,369.69500732421875,367.92999267578125,369.4801025390625,369.4801025390625,4209011,0.0,0.0,0.0,372.4084787314535,373.3264158836924,36.032303399228056,-1.151941302923035,-0.8300455667001024,-4770708
2023-08-09 13:30:00-04:00,369.5,370.65789794921875,369.3800964355469,370.6050109863281,370.6050109863281,5019855,0.0,0.0,0.0,372.33775450615445,373.2993372279972,40.18005597869931,-1.0534174853713125,-0.8747199504343445,249147
2023-08-09 14:30:00-04:00,370.6099853515625,370.9700012207031,369.135009765625,369.6000061035156,369.6000061035156,6038331,0.0,0.0,0.0,372.230391823698,373.26252796307705,36.37182831396728,-1.044393032238986,-0.9086545667952728,-5789184
2023-08-09 15:30:00-04:00,369.57501220703125,369.739501953125,367.5799865722656,367.8800048828125,367.8800048828125,8981826,0.0,0.0,0.0,372.05978841425156,373.20897051949237,29.018429627553346,-1.1626287514393425,-0.9594494037240868,-14771010
2023-08-10 09:30:00-04:00,370.9700012207031,374.3599853515625,370.3214111328125,373.3450012207031,373.3450012207031,18420894,0.0,0.0,0.0,372.11018891646535,373.21032405880794,58.057420796723235,-0.8060601198536119,-0.9287715469499919,3649884
2023-08-10 10:30:00-04:00,373.3399963378906,373.8699951171875,370.05999755859375,370.9150085449219,370.9150085449219,9921733,0.0,0.0,0.0,372.0633190979735,373.1874850984708,52.798041975607404,-0.7113569311254082,-0.8852886237850752,-6271849
2023-08-10 11:30:00-04:00,370.9100036621094,371.6199951171875,368.4700012207031,369.4100036621094,369.4100036621094,7622394,0.0,0.0,0.0,371.95926751225335,373.149898218507,48.658806295955884,-0.7491100140142635,-0.858052901830913,-13894243
2023-08-10 12:30:00-04:00,369.3900146484375,370.5199890136719,368.19000244140625,368.57000732421875,368.57000732421875,9904935,0.0,0.0,0.0,371.8263553480167,373.1043271648325,45.74001079495089,-0.8371600288270997,-0.8538743272301503,-23799178
2023-08-10 13:30:00-04:00,368.55999755859375,369.2900085449219,367.0350036621094,368.7799987792969,368.7799987792969,7748047,0.0,0.0,0.0,371.70689038453753,373.0612990216929,44.74484472834097,-0.8798533428329165,-0.8590701303507036,-16051131
2023-08-10 14:30:00-04:00,368.7699890136719,369.7300109863281,368.239990234375,368.69000244140625,368.69000244140625,9942240,0.0,0.0,0.0,371.5885810534343,373.01780353333186,43.13164182167304,-0.9104548967964661,-0.8693470836398561,-25993371
2023-08-10 15:30:00-04:00,368.69000244140625,368.8357849121094,367.94000244140625,368.55999755859375,368.55999755859375,6488435,0.0,0.0,0.0,371.4698130732445,372.9734472549763,41.780142791408764,-0.9344256787666723,-0.8823628026652194,-32481806
2023-08-11 09:30:00-04:00,365.989990234375,368.0,365.04998779296875,367.31500244140625,367.31500244140625,12788885,0.0,0.0,0.0,371.30687932297633,372.917144321508,42.38836942788343,-1.0418733300714393,-0.9142649081464634,-45270691
2023-08-11 10:30:00-04:00,367.3299865722656,367.7799987792969,365.1300048828125,365.1700134277344,365.1700134277344,6414371,0.0,0.0,0.0,371.0662179153198,372.840058441968,43.60408285297794,-1.2852929972262928,-0.9884705259624293,-51685062
2023-08-11 11:30:00-04:00,365.1700134277344,366.6650085449219,364.69000244140625,365.7699890136719,365.7699890136719,7240923,0.0,0.0,0.0,370.8585226642748,372.7697094924327,43.54671384908347,-1.413497897717491,-1.0734760003134418,-44444139
2023-08-11 12:30:00-04:00,365.7742004394531,366.3599853515625,365.0400085449219,366.2840881347656,366.2840881347656,3628544,0.0,0.0,0.0,370.6791330748823,372.70517594658526,41.600026949983715,-1.4568243383260437,-1.1501456679159623,-40815595
2023-08-11 13:30:00-04:00,366.260009765625,366.75,365.30999755859375,366.4649963378906,366.4649963378906,7173771,0.0,0.0,0.0,370.51387281068656,372.6430846071953,38.550816617266776,-1.4597361449543769,-1.2120637633236453,-33641824
2023-08-11 14:30:00-04:00,366.44000244140625,367.1000061035156,365.8399963378906,366.6000061035156,366.6000061035156,4991492,0.0,0.0,0.0,370.36038784177794,372.58295447283035,41.28411734664927,-1.4346122953973008,-1.2565734697383764,-28650332
2023-08-11 15:30:00-04:00,366.6000061035156,366.8900146484375,365.75,366.2099914550781,366.2099914550781,4602069,0.0,0.0,0.0,370.19762719916224,372.5195419054896,44.741762834987654,-1.4296917892618808,-1.2911971336430772,-33252401
2023-08-14 09:30:00-04:00,365.42999267578125,368.010009765625,364.70001220703125,367.3699951171875,367.3699951171875,10436908,0.0,0.0,0.0,370.0867396665358,372.4683026339642,24.189997600774078,-1.31700800326945,-1.296359307568352,-22815493
2023-08-14 10:30:00-04:00,367.3800048828125,369.8299865722656,367.31201171875,369.18011474609375,369.18011474609375,7043660,0.0,0.0,0.0,370.0511857480871,372.4355843465227,42.081804683865535,-1.0693173401060108,-1.2509509140758837,-15771833
2023-08-14 11:30:00-04:00,369.17999267578125,369.7850036621094,368.0,368.4200134277344,368.4200134277344,4252919,0.0,0.0,0.0,369.9872182061125,372.39562841698256,45.151957150713756,-0.9237066141336072,-1.1855020540874284,-20024752
2023-08-14 12:30:00-04:00,368.45001220703125,369.7699890136719,368.1700134277344,369.3949890136719,369.3949890136719,4072136,0.0,0.0,0.0,369.9639935318992,372.3657713084919,53.98727399842474,-0.7213217352014567,-1.092665990310234,-15952616
2023-08-14 13:30:00-04:00,369.4100036621094,369.56500244140625,368.526611328125,369.010009765625,369.010009765625,3168043,0.0,0.0,0.0,369.92658240381,372.33238064637385,51.093190224091664,-0.5852484881876876,-0.9911824898857248,-19120659
2023-08-14 14:30:00-04:00,369.0249938964844,369.54998779296875,368.3800048828125,369.2550048828125,369.2550048828125,4169082,0.0,0.0,0.0,369.9002460304376,372.3017599920101,52.64633909274909,-0.4524251259005041,-0.8834310170886807,-14951577
2023-08-14 15:30:00-04:00,369.25,370.4700012207031,369.1400146484375,370.4700012207031,370.4700012207031,6080049,0.0,0.0,0.0,369.92258937123233,372.2835335365742,58.12065175927776,-0.24628261138906282,-0.7560013359487572,-8871528
2023-08-15 09:30:00-04:00,369.3599853515625,370.16900634765625,366.6400146484375,367.20001220703125,367.20001220703125,13856561,0.0,0.0,0.0,369.8158216393029,372.2329512347877,49.58292009067724,-0.34282212833096537,-0.6733654944251989,-22728089
